bookID,title,authors,average_rating,isbn13,language,num_pages,ratings_count,text_reviews_count,publisher,publication_year,age
16441,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,9780425178928,English,257,102,10,Berkley Books,2001,21
16442,The Dream of Scipio,Iain Pears,3.73,9781573229869,English,416,3311,320,Riverhead Books,2003,19
16448,Welcome to the Great Mysterious,Lorna Landvik,3.78,9780345442741,English,368,2432,202,Ballantine Books,2002,20
16449,Oh My Stars,Lorna Landvik,3.89,9780345468369,English,416,5500,514,Ballantine Books,2006,16
16450,Your Oasis on Flame Lake,Lorna Landvik,3.59,9780449002988,English,320,2194,129,Ballantine Books,1998,24
16451,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,9780804114608,English,304,8950,505,Ivy Books,1999,23
16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,9780345487667,English,752,177,7,Ballantine Books,2005,17
16459,Anne's House Of Dreams,L.M. Montgomery,4.14,9781406942354,English,192,2,0,Hard Press,2006,16
16464,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,4.21,9780007190683,English,727,85,4,HarperCollins Publishers,2005,17
16468,The Phantom Tollbooth,Norton Juster/Jules Feiffer,4.21,9780375806704,English,256,871,56,Random House Books for Young Readers,2000,22
16477,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,3.81,9780812511185,English,250,1247,9,Tom Doherty Associates,1991,31
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,9780812552843,English,252,1784,8,Tor Books,1990,32
16479,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,9780671878849,English,377,232,23,Baen,1998,24
16480,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,3.88,9780812505771,English,255,1233,11,Tor Fantasy,1995,27
16501,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,3.67,9780812590463,English,432,172,3,Tor Fantasy,2001,21
16503,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,9780812566802,English,352,150,1,Tor Books,2002,20
16514,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,9780812553291,English,282,254,8,Tor Books,1987,35
16527,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,9780061120251,English,432,97539,2733,Harper Perennial,2006,16
16528,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,9780060545642,English,199,4844,359,Harper,2003,19
16530,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,3.64,9780060930172,English,320,3732,195,Harper Perennial,1999,23
16532,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,9780553383836,English,304,17808,403,Dial Press Trade Paperback,2005,17
16535,Strange Relations,Philip José Farmer,3.71,9781416509349,English,476,291,14,Baen Books,2006,16
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,3.29,9780553273465,English,339,515,19,Spectra Books,1988,34
16543,Dayworld (Dayworld #1),Philip José Farmer,3.64,9780441140015,English,258,1315,68,Ace Books,1986,36
16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,3.5,9780743458535,English,608,50,0,iBooks,2003,19
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,9780395606483,English,102,531,14,Houghton Mifflin,1992,30
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,9780801030147,English,316,32,2,Baker Books,2002,20
16555,Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,9780141303352,English,89,50,2,Puffin,1999,23
16556,The Infinite Plan,Isabel Allende,3.72,9780060924980,English,384,7347,300,Harper Perennial,1994,28
16562,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,9780061161575,English,528,62,13,Harper,2006,16
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,9780140290110,English,560,2059,90,Penguin Books,2000,22
16568,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,9780143039938,English,236,5007,238,Penguin Books,2006,16
16569,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,9781853995903,Spanish,232,90,4,BCP/Duckworth Publishing,1999,23
16570,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,9780674008205,English,160,811,70,Harvard University Press,2002,20
16572,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,9781580420815,English,605,2080,73,Cardoza,2002,20
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,9780471292456,English,360,161,3,Wiley,1999,23
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,9780870710933,English,208,160,43,Oregon State University Press,2006,16
16593,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,9780803266551,English,189,208,38,Bison Books,2006,16
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,9781595821065,English,208,844,26,Digital Manga Publishing / Dark Horse,2006,16
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,9781595820945,English,208,1083,26,Digital Manga Publishing / Dark Horse,2006,16
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,9781595820310,English,211,1506,53,Digital Manga Publishing / Dark Horse,2006,16
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,3.92,9781595820938,English,205,1158,30,Digital Manga Publishing / Dark Horse,2006,16
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,9781595821072,English,209,1062,19,Digital Manga Publishing / Dark Horse,2007,15
16602,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,9781595820617,English,199,596,16,Dark Horse Books,2006,16
16604,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,9780451527929,English,357,329,29,Signet Classics,2001,21
16605,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,3.82,9780872207332,English,427,328,37,Hackett Publishing Company  Inc.,2005,17
16609,Leviathan,Thomas Hobbes/Edwin M. Curley,3.7,9780872201774,English,672,500,32,Hackett Publishing Company  Inc.,1994,28
16616,The Book of Leviathan,Peter Blegvad,4.16,9781585670987,English,160,631,52,Harry N. Abrams,2001,21
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,9780140447606,English,992,18925,523,Penguin Classics,2003,19
16621,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,4.02,9780226805368,English,722,390,40,University of Chicago Press,2002,20
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,9781550821086,English,372,10,2,Quarry Press,1994,28
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,9781570715839,English,144,8,2,Sourcebooks,2000,22
16634,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,9780312278496,English,558,24967,934,Picador,2002,20
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,9780812969900,English,149,45626,1721,Modern Library,2005,17
16641,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,9780451529626,English,255,971,38,Signet Classics,2005,17
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,9781595690456,English,104,16,0,MONDIAL,2006,16
16647,The Dream Master,Roger Zelazny,3.64,9780575073432,English,160,12,0,Gollancz,2010,12
16649,The Queen's Necklace,Teresa Edgerton,3.61,9780380789115,English,592,99,14,Harper Voyager,2001,21
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,9780441294275,English,293,244,36,Ace,1991,31
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,9780441909117,English,258,157,5,Ace,1990,32
16656,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,9780441092758,English,278,89,4,Ace,1993,29
16669,China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,9780517604465,English,404,23,3,Crescent,1988,34
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,9781400040308,English,230,1136,180,Alfred A. Knopf,2006,16
16675,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,3.33,9781840462500,English,153,56,6,Totem Books,1997,25
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,9780804721288,English,224,17,2,Stanford University Press,1993,29
16681,Heart of Darkness,Joseph Conrad,3.42,9781599869506,English,101,1363,58,Filiquarian Publishing  LLC.,2006,16
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,9780441012374,English,211,6329,145,Ace,2004,18
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,9781416505518,English,262,10249,356,Pocket Books,2005,17
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,9780441094998,English,388,19427,572,Ace Books,1988,34
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,9780312875572,English,342,788,45,Tor Books,2002,20
16689,Citizen of the Galaxy,Robert A. Heinlein,3.99,9781416505525,English,288,11800,413,Pocket Books: Gallery Books,2005,17
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,9780340837948,English,288,93782,2466,Hodder & Stoughton,2005,17
16692,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,3.87,9780395957998,English,128,471,70,Houghton Mifflin Harcourt,1999,23
16697,The Mysteries of Pittsburgh,Michael Chabon,3.64,9780060790592,English,320,21823,1518,Harper Perennial,2005,17
16702,Summerland,Michael Chabon,3.55,9780786816156,English,500,619,69,Miramax,2004,18
16703,The Yiddish Policemen's Union,Michael Chabon,3.71,9780007149827,English,414,53300,5699,HarperCollins,2007,15
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.0,9780091895815,English,352,1,1,Ebury Press,2004,18
16713,The Disappointment Artist,Jonathan Lethem,3.63,9781400076819,English,149,1613,129,Vintage,2006,16
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,9780156032483,English,304,1158,95,Mariner Books,2007,15
16717,You Don't Love Me Yet,Jonathan Lethem,2.81,9780385512183,English,225,3854,547,Doubleday Books,2007,15
16718,Gun  With Occasional Music,Jonathan Lethem,3.77,9780156028974,English,271,8141,786,Mariner Books,2003,19
16720,As She Climbed Across the Table,Jonathan Lethem,3.67,9780375700125,English,212,4488,380,Vintage,1998,24
16721,Living With the Passive-Aggressive Man,Scott Wetzler,4.03,9780671870744,English,208,208,30,Touchstone,1993,29
16726,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,3.0,9780738543390,English,128,5,1,Arcadia Publishing (SC),2006,16
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,3.82,9780743270205,English,246,222,26,Touchstone,2005,17
16729,Beach Music,Pat Conroy,4.15,9780553381535,English,592,38496,2450,Dial Press,2002,20
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,9783404128013,German,894,7,2,Lübbe,1998,24
16735,The Prince of Tides,Pat Conroy,4.24,9780553381542,English,679,178717,3473,Dial Press Trade Paperback,2002,20
16739,Blessings,Belva Plain,3.91,9780440243250,English,393,2562,39,Dell,2010,12
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,4.01,9780517293638,English,821,76,6,Random House Value Publishing,1994,28
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,9780345437860,English,232,604,35,Fawcett Books,2000,22
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,9780345371478,English,245,435,23,Fawcett,1991,31
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,9780060581060,English,280,788,104,Avon,2005,17
16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,9780345914835,English,154,591,31,Ballantine Books,1999,23
16782,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,3.87,9780345437839,English,192,1559,61,Fawcett,2000,22
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,9780060515225,English,360,45473,2540,William Morrow,2006,16
16789,The Good Fairies of New York,Martin Millar/Neil Gaiman,3.51,9781933368368,English,242,4343,563,Soft Skull Press,2006,16
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.04,9780380789023,English,365,53464,1906,Avon Books,2005,17
16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,4.19,9781852864989,English,104,38276,462,Titan Books,1994,28
16793,Stardust,Neil Gaiman,4.08,9780061142024,English,248,283274,11746,Harper Perennial,2006,16
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,3.54,9781593076672,English,51,2038,198,Dark Horse Books,2008,14
16798,The Diagnosis,Alan Lightman,2.86,9780375725500,English,384,898,123,Vintage,2002,20
16799,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,9780060936501,English,352,67,7,Harper Perennial,2002,20
16802,The Complete Poetry,John Milton/John T. Shawcross,4.06,9780385023511,English,672,3418,20,Anchor,1971,51
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,0.0,9780415940474,English,386,0,0,Routledge,2002,20
16809,Christopher and His Kind,Christopher Isherwood,4.11,9780816638635,English,352,2261,88,Univ Of Minnesota Press,2001,21
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,3.8,9780816639823,English,248,45,9,Univ Of Minnesota Press,2003,19
16842,A Single Man,Christopher Isherwood,4.1,9780816638628,English,192,17451,1029,Univ Of Minnesota Press,2001,21
16844,Christopher et son monde  1929-1939,Christopher Isherwood,4.11,9782010080876,French,343,1,0,Hachette Littérature,1981,41
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,9780020199854,English,169,7135,386,Scribner,1995,27
16874,About This Life,Barry  Lopez,4.13,9781860465659,English,304,595,56,The Harvill Press,1999,23
16878,Arctic Dreams,Barry  Lopez,4.21,9780375727481,English,496,5155,333,Vintage,2001,21
16879,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,9781400075126,English,176,323,19,Vintage,2004,18
16881,The Rediscovery of North America,Barry  Lopez,4.06,9780679740995,English,64,245,37,Vintage,1992,30
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,9780684844251,English,272,1121,76,Simon  Schuster,1998,24
16887,How to Write: Advice and Reflections,Richard Rhodes,3.87,9780688149482,English,240,162,19,William Morrow Paperbacks,1996,26
16888,John James Audubon,Richard Rhodes,4.13,9780375713934,English,528,460,65,Vintage,2006,16
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,9780375708220,English,335,1864,93,Vintage,2003,19
16892,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,9780700610389,English,288,182,24,University Press of Kansas,2000,22
16893,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,9780811212472,English,347,2477,133,New Directions Publishing Corporation,2003,19
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.95,9780393959055,English,482,233,23,W.W. Norton & Company,1992,30
16895,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,4.22,9781883011956,English,703,328,9,Library of America,2001,21
16897,The Portable Thoreau,Henry David Thoreau/Carl Bode,4.18,9780140150315,English,698,666,28,Penguin Books,1977,45
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,9781558964907,English,304,8,2,Skinner House Books,2005,17
16900,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,9781420925227,English,188,13736,189,Digireads.com,2005,17
16902,Walden,Henry David Thoreau,3.79,9780691096124,English,352,128351,3652,Princeton University Press,2004,18
16908,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,9780873388245,English,192,131,8,Kent State University Press,2005,17
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,9780727891600,English,208,86,12,Severn House Publishers,2007,15
16919,Prey,Graham Masterton,3.83,9780843946338,English,352,812,51,Leisure Books,1999,23
16920,Hidden World,Graham Masterton,3.47,9780727859624,English,182,58,5,Severn House Publishers,2003,19
16921,The House That Jack Built,Graham Masterton,3.88,9780843947465,English,385,1596,64,Leisure Books,2000,22
16940,How to Read a Poem,Terry Eagleton,3.73,9781405151412,English,182,445,44,Wiley-Blackwell,2006,16
16944,The Gatekeeper: A Memoir,Terry Eagleton,3.78,9780312316136,English,192,96,10,St. Martin's Griffin,2003,19
16946,The Ideology of the Aesthetic,Terry Eagleton,4.11,9780631163022,English,432,265,13,Basil Blackwell (Cambridge  MA/Oxford),1991,31
16947,Marxism and Literary Criticism,Terry Eagleton,3.89,9780415285841,English,84,646,33,Routledge,2002,20
16948,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,9780449004838,English,451,15158,1417,Ballantine Books,1999,23
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,9780312940669,English,544,10311,350,St. Martin's Paperbacks,2006,16
16954,Birds of Prey (Courtney #9),Wilbur Smith,4.19,9780312317119,English,560,8082,191,St. Martin's Griffin,2003,19
16961,Alberic the Wise,Norton Juster/Leonard Baskin,3.73,9780887082436,English,24,103,9,Picture Book Studio Ltd,1992,30
16963,The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,9780786809141,English,32,8898,1311,Little  Brown Books for Young Readers,2005,17
16965,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,4.34,9780394733524,English,62,57,6,Random House,1977,45
16966,Le Royaume fantôme,Norton Juster,4.21,9782013218474,French,251,3,1,Hachette Jeunesse,2003,19
16967,1632,Eric Flint,4.04,9781416532811,English,597,8406,638,Baen Books,2006,16
16968,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,3.56,9781855325524,English,96,15,1,Osprey Publishing,2001,21
16982,Marvels,Kurt Busiek/Alex Ross,4.22,9780785100492,English,216,23519,482,Marvel Comics,2007,15
16986,Marvels,Kurt Busiek/Alex Ross,4.22,9780785113881,English,398,146,25,Marvel Comics Group,2004,18
16987,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,3.21,9781401212636,English,144,140,12,DC Comics,2007,15
16989,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,3.43,9780785124979,English,176,46,5,Marvel,2007,15
16991,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,3.94,9781401209544,English,192,1681,51,DC Comics,2006,16
16992,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,4.25,9781563893308,English,231,47513,1000,DC Comics,1997,25
16993,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,3.92,9780785117759,English,264,96,8,Marvel Comics Group,2005,17
16994,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,3.93,9781563896231,English,144,216,10,DC Comics,2000,22
16995,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,3.95,9780785120117,English,256,118,5,Marvel Comics Group,2005,17
16996,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,3.12,9781563894473,English,176,111,6,DC Comics,1998,24
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,3.28,9780785115366,English,136,192,13,Marvel Comics Group,2005,17
17005,Devilish,Maureen Johnson,3.46,9781595140609,English,263,4782,463,Razorbill,2006,16
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,9780345487629,English,345,938,46,Ballantine Books,2007,15
17011,A Devilish Dilemma,Judith A. Lansdowne,4.02,9780821758267,English,288,54,6,Zebra,1998,24
17015,Paranoid Park,Blake Nelson,3.63,9780670061181,English,180,1109,145,Viking Books,2006,16
17018,Notes on a Scandal,Zoë Heller,3.71,9780141012254,English,244,1154,149,Penguin,2004,18
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,9780060541439,English,322,70689,4067,HarperCollins Publishers,2010,12
17022,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,9780553379655,English,293,8654,412,Bantam,1998,24
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,9780671743550,English,256,1485,85,Pocket Books,1991,31
17027,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,3.82,9782879291482,French,292,34,1,Éditions de L'Olivier,1998,24
17030,Flatland,Edwin A. Abbott/Rosemary Jann,3.82,9780192805980,English,176,314,43,Oxford University Press,2006,16
17031,Flatland,Edwin A. Abbott/Ian Stewart,3.82,9781903985175,English,272,14,2,Basic Books,2002,20
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,9781406503432,English,100,11,1,Dodo Press,2006,16
17035,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,9781419120022,English,64,4,0,Kessinger Publishing,2004,18
17039,Flatterland,Ian Stewart,3.71,9780330393775,English,295,24,3,Pan Publishing,2003,19
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,9780321209184,English,792,1,0,Longman Publishing Group,2005,17
17043,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,9780321276230,English,604,4,0,Longman Publishing Group,2005,17
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,9780425182383,English,368,3709,169,Berkley Publishing,2001,21
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,4.3,9780789313508,English,320,450,17,Universe,2005,17
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,9780743457620,English,362,185,36,Gallery Books,2005,17
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,9781400052936,English,271,212,18,Crown Publishing Group (NY),2004,18
17061,Coraline,Neil Gaiman/Dave McKean,4.06,9780061139376,English,162,403622,13096,William Morrow Paperbacks,2006,16
17067,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,4.15,9780375812934,English,160,2,1,Random House Children's Books,2001,21
17075,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,3.84,9780285633148,English,232,24,0,Souvenir Press,1996,26
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,9780306804151,English,264,61,13,Da Capo Press,1990,32
17098,Isaac Newton,James Gleick,3.84,9781400032952,English,288,5495,324,Vintage,2004,18
17112,Things Fall Apart: An Adapted Classic,Chinua Achebe,3.66,9780130235015,English,113,43,0,Globe,2000,22
17116,The Stranger,Albert Camus/Stuart Gilbert,3.98,9780394700021,English,154,1493,184,Vintage,1954,68
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,9780822215028,English,62,81,9,Dramatists Play Service,1996,26
17122,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,9781883398293,English,112,115,4,Morpheus International,1997,25
17123,Handmaid's Tale,Margaret Atwood,4.11,9780860688662,English,324,400,35,Virago Press Ltd,1994,28
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,3.95,9780374529529,English,182,73577,2521,Farrar  Straus and Giroux,2005,17
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,9780691102962,English,229,143,18,Princeton University Press,2002,20
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,4.61,9781883011529,English,869,1495,75,Library of America (NY),1998,24
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,9780385509848,English,388,5680,216,Nan A. Talese,2007,15
17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,9781583485095,English,232,91539,4662,New Millennium Library,2000,22
17151,Marie Antoinette: The Journey,Antonia Fraser,3.93,9780385489492,English,512,1102,154,Anchor,2002,20
17152,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,9780743487696,English,314,5985,507,Pocket Books,2009,13
17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,9780060846879,English,400,52,6,William Morrow,2006,16
17157,Marie Antoinette: The Journey,Antonia Fraser,3.93,9780307277749,English,512,27291,809,Anchor Books,2006,16
17170,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,9781593083328,English,409,301,44,Barnes  Noble Classics,2004,18
17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,9780312421854,English,372,16190,897,Picador USA,2003,19
17176,The Sound and the Fury,William Faulkner,3.86,9780679600176,English,368,518,80,Modern Library,1992,30
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,3.86,9780393964813,English,446,1020,126,W. W. Norton & Company,1993,29
17179,The Sound and the Fury,William Faulkner/Grover Gardner,3.86,9780739325353,English,9,138,37,Random House Audio,2005,17
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.74,9780822012191,English,72,30,9,Cliffs Notes,1963,59
17184,The Invisible Man,H.G. Wells,3.64,9780451528520,English,192,109551,3892,Signet Classics,2002,20
17185,The Invisible Man,H.G. Wells,3.64,9780812504675,English,178,313,39,Aerie,1992,30
17188,Invisible Man,Ralph Ellison,3.86,9780679723134,English,581,334,44,Vintage,1990,32
17189,The Invisible Man,H.G. Wells/Christopher Priest,3.64,9780141439983,English,161,871,84,Penguin Classics,2005,17
